Code,Year,Covered by tax instrument in at least one sector
QAT,1997,No carbon tax
QAT,1998,No carbon tax
QAT,1999,No carbon tax
QAT,2000,No carbon tax
QAT,2001,No carbon tax
QAT,2002,No carbon tax
QAT,2003,No carbon tax
QAT,2004,No carbon tax
QAT,2005,No carbon tax
QAT,2006,No carbon tax
QAT,2007,No carbon tax
QAT,2008,No carbon tax
QAT,2009,No carbon tax
QAT,2010,No carbon tax
QAT,2011,No carbon tax
QAT,2012,No carbon tax
QAT,2013,No carbon tax
QAT,2014,No carbon tax
QAT,2015,No carbon tax
QAT,2016,No carbon tax
QAT,2017,No carbon tax
QAT,2018,No carbon tax
QAT,2019,No carbon tax
QAT,2020,No carbon tax
QAT,2021,No carbon tax
QAT,2022,No carbon tax
ROU,1989,No carbon tax
ROU,1990,No carbon tax
ROU,1991,No carbon tax
ROU,1992,No carbon tax
ROU,1993,No carbon tax
ROU,1994,No carbon tax
ROU,1995,No carbon tax
ROU,1996,No carbon tax
ROU,1997,No carbon tax
ROU,1998,No carbon tax
ROU,1999,No carbon tax
ROU,2000,No carbon tax
ROU,2001,No carbon tax
ROU,2002,No carbon tax
ROU,2003,No carbon tax
ROU,2004,No carbon tax
ROU,2005,No carbon tax
ROU,2006,No carbon tax
ROU,2007,No carbon tax
ROU,2008,No carbon tax
ROU,2009,No carbon tax
ROU,2010,No carbon tax
ROU,2011,No carbon tax
ROU,2012,No carbon tax
ROU,2013,No carbon tax
ROU,2014,No carbon tax
ROU,2015,No carbon tax
ROU,2016,No carbon tax
ROU,2017,No carbon tax
ROU,2018,No carbon tax
ROU,2019,No carbon tax
ROU,2020,No carbon tax
ROU,2021,No carbon tax
ROU,2022,No carbon tax
RUS,1989,No carbon tax
RUS,1990,No carbon tax
RUS,1991,No carbon tax
RUS,1992,No carbon tax
RUS,1993,No carbon tax
RUS,1994,No carbon tax
RUS,1995,No carbon tax
RUS,1996,No carbon tax
RUS,1997,No carbon tax
RUS,1998,No carbon tax
RUS,1999,No carbon tax
RUS,2000,No carbon tax
RUS,2001,No carbon tax
RUS,2002,No carbon tax
RUS,2003,No carbon tax
RUS,2004,No carbon tax
RUS,2005,No carbon tax
RUS,2006,No carbon tax
RUS,2007,No carbon tax
RUS,2008,No carbon tax
RUS,2009,No carbon tax
RUS,2010,No carbon tax
RUS,2011,No carbon tax
RUS,2012,No carbon tax
RUS,2013,No carbon tax
RUS,2014,No carbon tax
RUS,2015,No carbon tax
RUS,2016,No carbon tax
RUS,2017,No carbon tax
RUS,2018,No carbon tax
RUS,2019,No carbon tax
RUS,2020,No carbon tax
RUS,2021,No carbon tax
RUS,2022,No carbon tax
RWA,1989,No carbon tax
RWA,1990,No carbon tax
RWA,1991,No carbon tax
RWA,1992,No carbon tax
RWA,1993,No carbon tax
RWA,1994,No carbon tax
RWA,1995,No carbon tax
RWA,1996,No carbon tax
RWA,1997,No carbon tax
RWA,1998,No carbon tax
RWA,1999,No carbon tax
RWA,2000,No carbon tax
RWA,2001,No carbon tax
RWA,2002,No carbon tax
RWA,2003,No carbon tax
RWA,2004,No carbon tax
RWA,2005,No carbon tax
RWA,2006,No carbon tax
RWA,2007,No carbon tax
RWA,2008,No carbon tax
RWA,2009,No carbon tax
RWA,2010,No carbon tax
RWA,2011,No carbon tax
RWA,2012,No carbon tax
RWA,2013,No carbon tax
RWA,2014,No carbon tax
RWA,2015,No carbon tax
RWA,2016,No carbon tax
RWA,2017,No carbon tax
RWA,2018,No carbon tax
RWA,2019,No carbon tax
RWA,2020,No carbon tax
RWA,2021,No carbon tax
RWA,2022,No carbon tax
KNA,1989,No carbon tax
KNA,1990,No carbon tax
KNA,1991,No carbon tax
KNA,1992,No carbon tax
KNA,1993,No carbon tax
KNA,1994,No carbon tax
KNA,1995,No carbon tax
KNA,1996,No carbon tax
KNA,1997,No carbon tax
KNA,1998,No carbon tax
KNA,1999,No carbon tax
KNA,2000,No carbon tax
KNA,2001,No carbon tax
KNA,2002,No carbon tax
KNA,2003,No carbon tax
KNA,2004,No carbon tax
KNA,2005,No carbon tax
KNA,2006,No carbon tax
KNA,2007,No carbon tax
KNA,2008,No carbon tax
KNA,2009,No carbon tax
KNA,2010,No carbon tax
KNA,2011,No carbon tax
KNA,2012,No carbon tax
KNA,2013,No carbon tax
KNA,2014,No carbon tax
KNA,2015,No carbon tax
KNA,2016,No carbon tax
KNA,2017,No carbon tax
KNA,2018,No carbon tax
KNA,2019,No carbon tax
KNA,2020,No carbon tax
KNA,2021,No carbon tax
KNA,2022,No carbon tax
LCA,1989,No carbon tax
LCA,1990,No carbon tax
LCA,1991,No carbon tax
LCA,1992,No carbon tax
LCA,1993,No carbon tax
LCA,1994,No carbon tax
LCA,1995,No carbon tax
LCA,1996,No carbon tax
LCA,1997,No carbon tax
LCA,1998,No carbon tax
LCA,1999,No carbon tax
LCA,2000,No carbon tax
LCA,2001,No carbon tax
LCA,2002,No carbon tax
LCA,2003,No carbon tax
LCA,2004,No carbon tax
LCA,2005,No carbon tax
LCA,2006,No carbon tax
LCA,2007,No carbon tax
LCA,2008,No carbon tax
LCA,2009,No carbon tax
LCA,2010,No carbon tax
LCA,2011,No carbon tax
LCA,2012,No carbon tax
LCA,2013,No carbon tax
LCA,2014,No carbon tax
LCA,2015,No carbon tax
LCA,2016,No carbon tax
LCA,2017,No carbon tax
LCA,2018,No carbon tax
LCA,2019,No carbon tax
LCA,2020,No carbon tax
LCA,2021,No carbon tax
LCA,2022,No carbon tax
VCT,1989,No carbon tax
VCT,1990,No carbon tax
VCT,1991,No carbon tax
VCT,1992,No carbon tax
VCT,1993,No carbon tax
VCT,1994,No carbon tax
VCT,1995,No carbon tax
VCT,1996,No carbon tax
VCT,1997,No carbon tax
VCT,1998,No carbon tax
VCT,1999,No carbon tax
VCT,2000,No carbon tax
VCT,2001,No carbon tax
VCT,2002,No carbon tax
VCT,2003,No carbon tax
VCT,2004,No carbon tax
VCT,2005,No carbon tax
VCT,2006,No carbon tax
VCT,2007,No carbon tax
VCT,2008,No carbon tax
VCT,2009,No carbon tax
VCT,2010,No carbon tax
VCT,2011,No carbon tax
VCT,2012,No carbon tax
VCT,2013,No carbon tax
VCT,2014,No carbon tax
VCT,2015,No carbon tax
VCT,2016,No carbon tax
VCT,2017,No carbon tax
VCT,2018,No carbon tax
VCT,2019,No carbon tax
VCT,2020,No carbon tax
VCT,2021,No carbon tax
VCT,2022,No carbon tax
WSM,1989,No carbon tax
WSM,1990,No carbon tax
WSM,1991,No carbon tax
WSM,1992,No carbon tax
WSM,1993,No carbon tax
WSM,1994,No carbon tax
WSM,1995,No carbon tax
WSM,1996,No carbon tax
WSM,1997,No carbon tax
WSM,1998,No carbon tax
WSM,1999,No carbon tax
WSM,2000,No carbon tax
WSM,2001,No carbon tax
WSM,2002,No carbon tax
WSM,2003,No carbon tax
WSM,2004,No carbon tax
WSM,2005,No carbon tax
WSM,2006,No carbon tax
WSM,2007,No carbon tax
WSM,2008,No carbon tax
WSM,2009,No carbon tax
WSM,2010,No carbon tax
WSM,2011,No carbon tax
WSM,2012,No carbon tax
WSM,2013,No carbon tax
WSM,2014,No carbon tax
WSM,2015,No carbon tax
WSM,2016,No carbon tax
WSM,2017,No carbon tax
WSM,2018,No carbon tax
WSM,2019,No carbon tax
WSM,2020,No carbon tax
WSM,2021,No carbon tax
WSM,2022,No carbon tax
SMR,1989,No carbon tax
SMR,1990,No carbon tax
SMR,1991,No carbon tax
SMR,1992,No carbon tax
SMR,1993,No carbon tax
SMR,1994,No carbon tax
SMR,1995,No carbon tax
SMR,1996,No carbon tax
SMR,1997,No carbon tax
SMR,1998,No carbon tax
SMR,1999,No carbon tax
SMR,2000,No carbon tax
SMR,2001,No carbon tax
SMR,2002,No carbon tax
SMR,2003,No carbon tax
SMR,2004,No carbon tax
SMR,2005,No carbon tax
SMR,2006,No carbon tax
SMR,2007,No carbon tax
SMR,2008,No carbon tax
SMR,2009,No carbon tax
SMR,2010,No carbon tax
SMR,2011,No carbon tax
SMR,2012,No carbon tax
SMR,2013,No carbon tax
SMR,2014,No carbon tax
SMR,2015,No carbon tax
SMR,2016,No carbon tax
SMR,2017,No carbon tax
SMR,2018,No carbon tax
SMR,2019,No carbon tax
SMR,2020,No carbon tax
SMR,2021,No carbon tax
SMR,2022,No carbon tax
STP,1989,No carbon tax
STP,1990,No carbon tax
STP,1991,No carbon tax
STP,1992,No carbon tax
STP,1993,No carbon tax
STP,1994,No carbon tax
STP,1995,No carbon tax
STP,1996,No carbon tax
STP,1997,No carbon tax
STP,1998,No carbon tax
STP,1999,No carbon tax
STP,2000,No carbon tax
STP,2001,No carbon tax
STP,2002,No carbon tax
STP,2003,No carbon tax
STP,2004,No carbon tax
STP,2005,No carbon tax
STP,2006,No carbon tax
STP,2007,No carbon tax
STP,2008,No carbon tax
STP,2009,No carbon tax
STP,2010,No carbon tax
STP,2011,No carbon tax
STP,2012,No carbon tax
STP,2013,No carbon tax
STP,2014,No carbon tax
STP,2015,No carbon tax
STP,2016,No carbon tax
STP,2017,No carbon tax
STP,2018,No carbon tax
STP,2019,No carbon tax
STP,2020,No carbon tax
STP,2021,No carbon tax
STP,2022,No carbon tax
SAU,1989,No carbon tax
SAU,1990,No carbon tax
SAU,1991,No carbon tax
SAU,1992,No carbon tax
SAU,1993,No carbon tax
SAU,1994,No carbon tax
SAU,1995,No carbon tax
SAU,1996,No carbon tax
SAU,1997,No carbon tax
SAU,1998,No carbon tax
SAU,1999,No carbon tax
SAU,2000,No carbon tax
SAU,2001,No carbon tax
SAU,2002,No carbon tax
SAU,2003,No carbon tax
SAU,2004,No carbon tax
SAU,2005,No carbon tax
SAU,2006,No carbon tax
SAU,2007,No carbon tax
SAU,2008,No carbon tax
SAU,2009,No carbon tax
SAU,2010,No carbon tax
SAU,2011,No carbon tax
SAU,2012,No carbon tax
SAU,2013,No carbon tax
SAU,2014,No carbon tax
SAU,2015,No carbon tax
SAU,2016,No carbon tax
SAU,2017,No carbon tax
SAU,2018,No carbon tax
SAU,2019,No carbon tax
SAU,2020,No carbon tax
SAU,2021,No carbon tax
SAU,2022,No carbon tax
SEN,1989,No carbon tax
SEN,1990,No carbon tax
SEN,1991,No carbon tax
SEN,1992,No carbon tax
SEN,1993,No carbon tax
SEN,1994,No carbon tax
SEN,1995,No carbon tax
SEN,1996,No carbon tax
SEN,1997,No carbon tax
SEN,1998,No carbon tax
SEN,1999,No carbon tax
SEN,2000,No carbon tax
SEN,2001,No carbon tax
SEN,2002,No carbon tax
SEN,2003,No carbon tax
SEN,2004,No carbon tax
SEN,2005,No carbon tax
SEN,2006,No carbon tax
SEN,2007,No carbon tax
SEN,2008,No carbon tax
SEN,2009,No carbon tax
SEN,2010,No carbon tax
SEN,2011,No carbon tax
SEN,2012,No carbon tax
SEN,2013,No carbon tax
SEN,2014,No carbon tax
SEN,2015,No carbon tax
SEN,2016,No carbon tax
SEN,2017,No carbon tax
SEN,2018,No carbon tax
SEN,2019,No carbon tax
SEN,2020,No carbon tax
SEN,2021,No carbon tax
SEN,2022,No carbon tax
SRB,1989,No carbon tax
SRB,1990,No carbon tax
SRB,1991,No carbon tax
SRB,1992,No carbon tax
SRB,1993,No carbon tax
SRB,1994,No carbon tax
SRB,1995,No carbon tax
SRB,1996,No carbon tax
SRB,1997,No carbon tax
SRB,1998,No carbon tax
SRB,1999,No carbon tax
SRB,2000,No carbon tax
SRB,2001,No carbon tax
SRB,2002,No carbon tax
SRB,2003,No carbon tax
SRB,2004,No carbon tax
SRB,2005,No carbon tax
SRB,2006,No carbon tax
SRB,2007,No carbon tax
SRB,2008,No carbon tax
SRB,2009,No carbon tax
SRB,2010,No carbon tax
SRB,2011,No carbon tax
SRB,2012,No carbon tax
SRB,2013,No carbon tax
SRB,2014,No carbon tax
SRB,2015,No carbon tax
SRB,2016,No carbon tax
SRB,2017,No carbon tax
SRB,2018,No carbon tax
SRB,2019,No carbon tax
SRB,2020,No carbon tax
SRB,2021,No carbon tax
SRB,2022,No carbon tax
SYC,1989,No carbon tax
SYC,1990,No carbon tax
SYC,1991,No carbon tax
SYC,1992,No carbon tax
SYC,1993,No carbon tax
SYC,1994,No carbon tax
SYC,1995,No carbon tax
SYC,1996,No carbon tax
SYC,1997,No carbon tax
SYC,1998,No carbon tax
SYC,1999,No carbon tax
SYC,2000,No carbon tax
SYC,2001,No carbon tax
SYC,2002,No carbon tax
SYC,2003,No carbon tax
SYC,2004,No carbon tax
SYC,2005,No carbon tax
SYC,2006,No carbon tax
SYC,2007,No carbon tax
SYC,2008,No carbon tax
SYC,2009,No carbon tax
SYC,2010,No carbon tax
SYC,2011,No carbon tax
SYC,2012,No carbon tax
SYC,2013,No carbon tax
SYC,2014,No carbon tax
SYC,2015,No carbon tax
SYC,2016,No carbon tax
SYC,2017,No carbon tax
SYC,2018,No carbon tax
SYC,2019,No carbon tax
SYC,2020,No carbon tax
SYC,2021,No carbon tax
SYC,2022,No carbon tax
SLE,1989,No carbon tax
SLE,1990,No carbon tax
SLE,1991,No carbon tax
SLE,1992,No carbon tax
SLE,1993,No carbon tax
SLE,1994,No carbon tax
SLE,1995,No carbon tax
SLE,1996,No carbon tax
SLE,1997,No carbon tax
SLE,1998,No carbon tax
SLE,1999,No carbon tax
SLE,2000,No carbon tax
SLE,2001,No carbon tax
SLE,2002,No carbon tax
SLE,2003,No carbon tax
SLE,2004,No carbon tax
SLE,2005,No carbon tax
SLE,2006,No carbon tax
SLE,2007,No carbon tax
SLE,2008,No carbon tax
SLE,2009,No carbon tax
SLE,2010,No carbon tax
SLE,2011,No carbon tax
SLE,2012,No carbon tax
SLE,2013,No carbon tax
SLE,2014,No carbon tax
SLE,2015,No carbon tax
SLE,2016,No carbon tax
SLE,2017,No carbon tax
SLE,2018,No carbon tax
SLE,2019,No carbon tax
SLE,2020,No carbon tax
SLE,2021,No carbon tax
SLE,2022,No carbon tax
SGP,1989,No carbon tax
SGP,1990,No carbon tax
SGP,1991,No carbon tax
SGP,1992,No carbon tax
SGP,1993,No carbon tax
SGP,1994,No carbon tax
SGP,1995,No carbon tax
SGP,1996,No carbon tax
SGP,1997,No carbon tax
SGP,1998,No carbon tax
SGP,1999,No carbon tax
SGP,2000,No carbon tax
SGP,2001,No carbon tax
SGP,2002,No carbon tax
SGP,2003,No carbon tax
SGP,2004,No carbon tax
SGP,2005,No carbon tax
SGP,2006,No carbon tax
SGP,2007,No carbon tax
SGP,2008,No carbon tax
SGP,2009,No carbon tax
SGP,2010,No carbon tax
SGP,2011,No carbon tax
SGP,2012,No carbon tax
SGP,2013,No carbon tax
SGP,2014,No carbon tax
SGP,2015,No carbon tax
SGP,2016,No carbon tax
SGP,2017,No carbon tax
SGP,2018,No carbon tax
SGP,2019,Has a carbon tax
SGP,2020,Has a carbon tax
SGP,2021,Has a carbon tax
SGP,2022,Has a carbon tax
SVK,1989,No carbon tax
SVK,1990,No carbon tax
SVK,1991,No carbon tax
SVK,1992,No carbon tax
SVK,1993,No carbon tax
SVK,1994,No carbon tax
SVK,1995,No carbon tax
SVK,1996,No carbon tax
SVK,1997,No carbon tax
SVK,1998,No carbon tax
SVK,1999,No carbon tax
SVK,2000,No carbon tax
SVK,2001,No carbon tax
SVK,2002,No carbon tax
SVK,2003,No carbon tax
SVK,2004,No carbon tax
SVK,2005,No carbon tax
SVK,2006,No carbon tax
SVK,2007,No carbon tax
SVK,2008,No carbon tax
SVK,2009,No carbon tax
SVK,2010,No carbon tax
SVK,2011,No carbon tax
SVK,2012,No carbon tax
SVK,2013,No carbon tax
SVK,2014,No carbon tax
SVK,2015,No carbon tax
SVK,2016,No carbon tax
SVK,2017,No carbon tax
SVK,2018,No carbon tax
SVK,2019,No carbon tax
SVK,2020,No carbon tax
SVK,2021,No carbon tax
SVK,2022,No carbon tax
SVN,1989,No carbon tax
SVN,1990,No carbon tax
SVN,1991,No carbon tax
SVN,1992,No carbon tax
SVN,1993,No carbon tax
SVN,1994,No carbon tax
SVN,1995,No carbon tax
SVN,1996,Has a carbon tax
SVN,1997,Has a carbon tax
SVN,1998,Has a carbon tax
SVN,1999,Has a carbon tax
SVN,2000,Has a carbon tax
SVN,2001,Has a carbon tax
SVN,2002,Has a carbon tax
SVN,2003,Has a carbon tax
SVN,2004,Has a carbon tax
SVN,2005,Has a carbon tax
SVN,2006,Has a carbon tax
SVN,2007,Has a carbon tax
SVN,2008,Has a carbon tax
SVN,2009,Has a carbon tax
SVN,2010,Has a carbon tax
SVN,2011,Has a carbon tax
SVN,2012,Has a carbon tax
SVN,2013,Has a carbon tax
SVN,2014,Has a carbon tax
SVN,2015,Has a carbon tax
SVN,2016,Has a carbon tax
SVN,2017,Has a carbon tax
SVN,2018,Has a carbon tax
SVN,2019,Has a carbon tax
SVN,2020,Has a carbon tax
SVN,2021,Has a carbon tax
SVN,2022,Has a carbon tax
SLB,1989,No carbon tax
SLB,1990,No carbon tax
SLB,1991,No carbon tax
SLB,1992,No carbon tax
SLB,1993,No carbon tax
SLB,1994,No carbon tax
SLB,1995,No carbon tax
SLB,1996,No carbon tax
SLB,1997,No carbon tax
SLB,1998,No carbon tax
SLB,1999,No carbon tax
SLB,2000,No carbon tax
SLB,2001,No carbon tax
SLB,2002,No carbon tax
SLB,2003,No carbon tax
SLB,2004,No carbon tax
SLB,2005,No carbon tax
SLB,2006,No carbon tax
SLB,2007,No carbon tax
SLB,2008,No carbon tax
SLB,2009,No carbon tax
SLB,2010,No carbon tax
SLB,2011,No carbon tax
SLB,2012,No carbon tax
SLB,2013,No carbon tax
SLB,2014,No carbon tax
SLB,2015,No carbon tax
SLB,2016,No carbon tax
SLB,2017,No carbon tax
SLB,2018,No carbon tax
SLB,2019,No carbon tax
SLB,2020,No carbon tax
SLB,2021,No carbon tax
SLB,2022,No carbon tax
SOM,1989,No carbon tax
SOM,1990,No carbon tax
SOM,1991,No carbon tax
SOM,1992,No carbon tax
SOM,1993,No carbon tax
SOM,1994,No carbon tax
SOM,1995,No carbon tax
SOM,1996,No carbon tax
SOM,1997,No carbon tax
SOM,1998,No carbon tax
SOM,1999,No carbon tax
SOM,2000,No carbon tax
SOM,2001,No carbon tax
SOM,2002,No carbon tax
SOM,2003,No carbon tax
SOM,2004,No carbon tax
SOM,2005,No carbon tax
SOM,2006,No carbon tax
SOM,2007,No carbon tax
SOM,2008,No carbon tax
SOM,2009,No carbon tax
SOM,2010,No carbon tax
SOM,2011,No carbon tax
SOM,2012,No carbon tax
SOM,2013,No carbon tax
SOM,2014,No carbon tax
SOM,2015,No carbon tax
SOM,2016,No carbon tax
SOM,2017,No carbon tax
SOM,2018,No carbon tax
SOM,2019,No carbon tax
SOM,2020,No carbon tax
SOM,2021,No carbon tax
SOM,2022,No carbon tax
ZAF,1989,No carbon tax
ZAF,1990,No carbon tax
ZAF,1991,No carbon tax
ZAF,1992,No carbon tax
ZAF,1993,No carbon tax
ZAF,1994,No carbon tax
ZAF,1995,No carbon tax
ZAF,1996,No carbon tax
ZAF,1997,No carbon tax
ZAF,1998,No carbon tax
ZAF,1999,No carbon tax
ZAF,2000,No carbon tax
ZAF,2001,No carbon tax
ZAF,2002,No carbon tax
ZAF,2003,No carbon tax
ZAF,2004,No carbon tax
ZAF,2005,No carbon tax
ZAF,2006,No carbon tax
ZAF,2007,No carbon tax
ZAF,2008,No carbon tax
ZAF,2009,No carbon tax
ZAF,2010,No carbon tax
ZAF,2011,No carbon tax
ZAF,2012,No carbon tax
ZAF,2013,No carbon tax
ZAF,2014,No carbon tax
ZAF,2015,No carbon tax
ZAF,2016,No carbon tax
ZAF,2017,No carbon tax
ZAF,2018,No carbon tax
ZAF,2019,Has a carbon tax
ZAF,2020,Has a carbon tax
ZAF,2021,Has a carbon tax
ZAF,2022,Has a carbon tax
KOR,1989,No carbon tax
KOR,1990,No carbon tax
KOR,1991,No carbon tax
KOR,1992,No carbon tax
KOR,1993,No carbon tax
KOR,1994,No carbon tax
KOR,1995,No carbon tax
KOR,1996,No carbon tax
KOR,1997,No carbon tax
KOR,1998,No carbon tax
KOR,1999,No carbon tax
KOR,2000,No carbon tax
KOR,2001,No carbon tax
KOR,2002,No carbon tax
KOR,2003,No carbon tax
KOR,2004,No carbon tax
KOR,2005,No carbon tax
KOR,2006,No carbon tax
KOR,2007,No carbon tax
KOR,2008,No carbon tax
KOR,2009,No carbon tax
KOR,2010,No carbon tax
KOR,2011,No carbon tax
KOR,2012,No carbon tax
KOR,2013,No carbon tax
KOR,2014,No carbon tax
KOR,2015,No carbon tax
KOR,2016,No carbon tax
KOR,2017,No carbon tax
KOR,2018,No carbon tax
KOR,2019,No carbon tax
KOR,2020,No carbon tax
KOR,2021,No carbon tax
KOR,2022,No carbon tax
SSD,1989,No carbon tax
SSD,1990,No carbon tax
SSD,1991,No carbon tax
SSD,1992,No carbon tax
SSD,1993,No carbon tax
SSD,1994,No carbon tax
SSD,1995,No carbon tax
SSD,1996,No carbon tax
SSD,1997,No carbon tax
SSD,1998,No carbon tax
SSD,1999,No carbon tax
SSD,2000,No carbon tax
SSD,2001,No carbon tax
SSD,2002,No carbon tax
SSD,2003,No carbon tax
SSD,2004,No carbon tax
SSD,2005,No carbon tax
SSD,2006,No carbon tax
SSD,2007,No carbon tax
SSD,2008,No carbon tax
SSD,2009,No carbon tax
SSD,2010,No carbon tax
SSD,2011,No carbon tax
SSD,2012,No carbon tax
SSD,2013,No carbon tax
SSD,2014,No carbon tax
SSD,2015,No carbon tax
SSD,2016,No carbon tax
SSD,2017,No carbon tax
SSD,2018,No carbon tax
SSD,2019,No carbon tax
SSD,2020,No carbon tax
SSD,2021,No carbon tax
SSD,2022,No carbon tax
ESP,1989,No carbon tax
ESP,1990,No carbon tax
ESP,1991,No carbon tax
ESP,1992,No carbon tax
ESP,1993,No carbon tax
ESP,1994,No carbon tax
ESP,1995,No carbon tax
ESP,1996,No carbon tax
ESP,1997,No carbon tax
ESP,1998,No carbon tax
ESP,1999,No carbon tax
ESP,2000,No carbon tax
ESP,2001,No carbon tax
ESP,2002,No carbon tax
ESP,2003,No carbon tax
ESP,2004,No carbon tax
ESP,2005,No carbon tax
ESP,2006,No carbon tax
ESP,2007,No carbon tax
ESP,2008,No carbon tax
ESP,2009,No carbon tax
ESP,2010,No carbon tax
ESP,2011,No carbon tax
ESP,2012,No carbon tax
ESP,2013,No carbon tax
ESP,2014,No carbon tax
ESP,2015,No carbon tax
ESP,2016,No carbon tax
ESP,2017,No carbon tax
ESP,2018,No carbon tax
ESP,2019,No carbon tax
ESP,2020,No carbon tax
ESP,2021,No carbon tax
ESP,2022,No carbon tax
LKA,1989,No carbon tax
LKA,1990,No carbon tax
LKA,1991,No carbon tax
LKA,1992,No carbon tax
LKA,1993,No carbon tax
LKA,1994,No carbon tax
LKA,1995,No carbon tax
LKA,1996,No carbon tax
LKA,1997,No carbon tax
LKA,1998,No carbon tax
LKA,1999,No carbon tax
LKA,2000,No carbon tax
LKA,2001,No carbon tax
LKA,2002,No carbon tax
LKA,2003,No carbon tax
LKA,2004,No carbon tax
LKA,2005,No carbon tax
LKA,2006,No carbon tax
LKA,2007,No carbon tax
LKA,2008,No carbon tax
LKA,2009,No carbon tax
LKA,2010,No carbon tax
LKA,2011,No carbon tax
LKA,2012,No carbon tax
LKA,2013,No carbon tax
LKA,2014,No carbon tax
LKA,2015,No carbon tax
LKA,2016,No carbon tax
LKA,2017,No carbon tax
LKA,2018,No carbon tax
LKA,2019,No carbon tax
LKA,2020,No carbon tax
LKA,2021,No carbon tax
LKA,2022,No carbon tax
SDN,1989,No carbon tax
SDN,1990,No carbon tax
SDN,1991,No carbon tax
SDN,1992,No carbon tax
SDN,1993,No carbon tax
SDN,1994,No carbon tax
SDN,1995,No carbon tax
SDN,1996,No carbon tax
SDN,1997,No carbon tax
SDN,1998,No carbon tax
SDN,1999,No carbon tax
SDN,2000,No carbon tax
SDN,2001,No carbon tax
SDN,2002,No carbon tax
SDN,2003,No carbon tax
SDN,2004,No carbon tax
SDN,2005,No carbon tax
SDN,2006,No carbon tax
SDN,2007,No carbon tax
SDN,2008,No carbon tax
SDN,2009,No carbon tax
SDN,2010,No carbon tax
SDN,2011,No carbon tax
SDN,2012,No carbon tax
SDN,2013,No carbon tax
SDN,2014,No carbon tax
SDN,2015,No carbon tax
SDN,2016,No carbon tax
SDN,2017,No carbon tax
SDN,2018,No carbon tax
SDN,2019,No carbon tax
SDN,2020,No carbon tax
SDN,2021,No carbon tax
SDN,2022,No carbon tax
SUR,1989,No carbon tax
SUR,1990,No carbon tax
SUR,1991,No carbon tax
SUR,1992,No carbon tax
SUR,1993,No carbon tax
SUR,1994,No carbon tax
SUR,1995,No carbon tax
SUR,1996,No carbon tax
SUR,1997,No carbon tax
SUR,1998,No carbon tax
SUR,1999,No carbon tax
SUR,2000,No carbon tax
SUR,2001,No carbon tax
SUR,2002,No carbon tax
SUR,2003,No carbon tax
SUR,2004,No carbon tax
SUR,2005,No carbon tax
SUR,2006,No carbon tax
SUR,2007,No carbon tax
SUR,2008,No carbon tax
SUR,2009,No carbon tax
SUR,2010,No carbon tax
SUR,2011,No carbon tax
SUR,2012,No carbon tax
SUR,2013,No carbon tax
SUR,2014,No carbon tax
SUR,2015,No carbon tax
SUR,2016,No carbon tax
SUR,2017,No carbon tax
SUR,2018,No carbon tax
SUR,2019,No carbon tax
SUR,2020,No carbon tax
SUR,2021,No carbon tax
SUR,2022,No carbon tax
SWE,1989,No carbon tax
SWE,1990,No carbon tax
SWE,1991,Has a carbon tax
SWE,1992,Has a carbon tax
SWE,1993,Has a carbon tax
SWE,1994,Has a carbon tax
SWE,1995,Has a carbon tax
SWE,1996,Has a carbon tax
SWE,1997,Has a carbon tax
SWE,1998,Has a carbon tax
SWE,1999,Has a carbon tax
SWE,2000,Has a carbon tax
SWE,2001,Has a carbon tax
SWE,2002,Has a carbon tax
SWE,2003,Has a carbon tax
SWE,2004,Has a carbon tax
SWE,2005,Has a carbon tax
SWE,2006,Has a carbon tax
SWE,2007,Has a carbon tax
SWE,2008,Has a carbon tax
SWE,2009,Has a carbon tax
SWE,2010,Has a carbon tax
SWE,2011,Has a carbon tax
SWE,2012,Has a carbon tax
SWE,2013,Has a carbon tax
SWE,2014,Has a carbon tax
SWE,2015,Has a carbon tax
SWE,2016,Has a carbon tax
SWE,2017,Has a carbon tax
SWE,2018,Has a carbon tax
SWE,2019,Has a carbon tax
SWE,2020,Has a carbon tax
SWE,2021,Has a carbon tax
SWE,2022,Has a carbon tax
CHE,1989,No carbon tax
CHE,1990,No carbon tax
CHE,1991,No carbon tax
CHE,1992,No carbon tax
CHE,1993,No carbon tax
CHE,1994,No carbon tax
CHE,1995,No carbon tax
CHE,1996,No carbon tax
CHE,1997,No carbon tax
CHE,1998,No carbon tax
CHE,1999,No carbon tax
CHE,2000,No carbon tax
CHE,2001,No carbon tax
CHE,2002,No carbon tax
CHE,2003,No carbon tax
CHE,2004,No carbon tax
CHE,2005,No carbon tax
CHE,2006,No carbon tax
CHE,2007,No carbon tax
CHE,2008,Has a carbon tax
CHE,2009,Has a carbon tax
CHE,2010,Has a carbon tax
CHE,2011,Has a carbon tax
CHE,2012,Has a carbon tax
CHE,2013,Has a carbon tax
CHE,2014,Has a carbon tax
CHE,2015,Has a carbon tax
CHE,2016,Has a carbon tax
CHE,2017,Has a carbon tax
CHE,2018,Has a carbon tax
CHE,2019,Has a carbon tax
CHE,2020,Has a carbon tax
CHE,2021,Has a carbon tax
CHE,2022,Has a carbon tax
SYR,1989,No carbon tax
SYR,1990,No carbon tax
SYR,1991,No carbon tax
SYR,1992,No carbon tax
SYR,1993,No carbon tax
SYR,1994,No carbon tax
SYR,1995,No carbon tax
SYR,1996,No carbon tax
