Code,Year,Covered by emissions trading system in at least one sector
ESP,1989,No ETS
ESP,1990,No ETS
ESP,1991,No ETS
ESP,1992,No ETS
ESP,1993,No ETS
ESP,1994,No ETS
ESP,1995,No ETS
ESP,1996,No ETS
ESP,1997,No ETS
ESP,1998,No ETS
ESP,1999,No ETS
ESP,2000,No ETS
ESP,2001,No ETS
ESP,2002,No ETS
ESP,2003,No ETS
ESP,2004,No ETS
ESP,2005,Has an ETS
ESP,2006,Has an ETS
ESP,2007,Has an ETS
ESP,2008,Has an ETS
ESP,2009,Has an ETS
ESP,2010,Has an ETS
ESP,2011,Has an ETS
ESP,2012,Has an ETS
ESP,2013,Has an ETS
ESP,2014,Has an ETS
ESP,2015,Has an ETS
ESP,2016,Has an ETS
ESP,2017,Has an ETS
ESP,2018,Has an ETS
ESP,2019,Has an ETS
ESP,2020,Has an ETS
ESP,2021,Has an ETS
ESP,2022,Has an ETS
LKA,1989,No ETS
LKA,1990,No ETS
LKA,1991,No ETS
LKA,1992,No ETS
LKA,1993,No ETS
LKA,1994,No ETS
LKA,1995,No ETS
LKA,1996,No ETS
LKA,1997,No ETS
LKA,1998,No ETS
LKA,1999,No ETS
LKA,2000,No ETS
LKA,2001,No ETS
LKA,2002,No ETS
LKA,2003,No ETS
LKA,2004,No ETS
LKA,2005,No ETS
LKA,2006,No ETS
LKA,2007,No ETS
LKA,2008,No ETS
LKA,2009,No ETS
LKA,2010,No ETS
LKA,2011,No ETS
LKA,2012,No ETS
LKA,2013,No ETS
LKA,2014,No ETS
LKA,2015,No ETS
LKA,2016,No ETS
LKA,2017,No ETS
LKA,2018,No ETS
LKA,2019,No ETS
LKA,2020,No ETS
LKA,2021,No ETS
LKA,2022,No ETS
SDN,1989,No ETS
SDN,1990,No ETS
SDN,1991,No ETS
SDN,1992,No ETS
SDN,1993,No ETS
SDN,1994,No ETS
SDN,1995,No ETS
SDN,1996,No ETS
SDN,1997,No ETS
SDN,1998,No ETS
SDN,1999,No ETS
SDN,2000,No ETS
SDN,2001,No ETS
SDN,2002,No ETS
SDN,2003,No ETS
SDN,2004,No ETS
SDN,2005,No ETS
SDN,2006,No ETS
SDN,2007,No ETS
SDN,2008,No ETS
SDN,2009,No ETS
SDN,2010,No ETS
SDN,2011,No ETS
SDN,2012,No ETS
SDN,2013,No ETS
SDN,2014,No ETS
SDN,2015,No ETS
SDN,2016,No ETS
SDN,2017,No ETS
SDN,2018,No ETS
SDN,2019,No ETS
SDN,2020,No ETS
SDN,2021,No ETS
SDN,2022,No ETS
SUR,1989,No ETS
SUR,1990,No ETS
SUR,1991,No ETS
SUR,1992,No ETS
SUR,1993,No ETS
SUR,1994,No ETS
SUR,1995,No ETS
SUR,1996,No ETS
SUR,1997,No ETS
SUR,1998,No ETS
SUR,1999,No ETS
SUR,2000,No ETS
SUR,2001,No ETS
SUR,2002,No ETS
SUR,2003,No ETS
SUR,2004,No ETS
SUR,2005,No ETS
SUR,2006,No ETS
SUR,2007,No ETS
SUR,2008,No ETS
SUR,2009,No ETS
SUR,2010,No ETS
SUR,2011,No ETS
SUR,2012,No ETS
SUR,2013,No ETS
SUR,2014,No ETS
SUR,2015,No ETS
SUR,2016,No ETS
SUR,2017,No ETS
SUR,2018,No ETS
SUR,2019,No ETS
SUR,2020,No ETS
SUR,2021,No ETS
SUR,2022,No ETS
SWE,1989,No ETS
SWE,1990,No ETS
SWE,1991,No ETS
SWE,1992,No ETS
SWE,1993,No ETS
SWE,1994,No ETS
SWE,1995,No ETS
SWE,1996,No ETS
SWE,1997,No ETS
SWE,1998,No ETS
SWE,1999,No ETS
SWE,2000,No ETS
SWE,2001,No ETS
SWE,2002,No ETS
SWE,2003,No ETS
SWE,2004,No ETS
SWE,2005,Has an ETS
SWE,2006,Has an ETS
SWE,2007,Has an ETS
SWE,2008,Has an ETS
SWE,2009,Has an ETS
SWE,2010,Has an ETS
SWE,2011,Has an ETS
SWE,2012,Has an ETS
SWE,2013,Has an ETS
SWE,2014,Has an ETS
SWE,2015,Has an ETS
SWE,2016,Has an ETS
SWE,2017,Has an ETS
SWE,2018,Has an ETS
SWE,2019,Has an ETS
SWE,2020,Has an ETS
SWE,2021,Has an ETS
SWE,2022,Has an ETS
CHE,1989,No ETS
CHE,1990,No ETS
CHE,1991,No ETS
CHE,1992,No ETS
CHE,1993,No ETS
CHE,1994,No ETS
CHE,1995,No ETS
CHE,1996,No ETS
CHE,1997,No ETS
CHE,1998,No ETS
CHE,1999,No ETS
CHE,2000,No ETS
CHE,2001,No ETS
CHE,2002,No ETS
CHE,2003,No ETS
CHE,2004,No ETS
CHE,2005,No ETS
CHE,2006,No ETS
CHE,2007,No ETS
CHE,2008,Has an ETS
CHE,2009,Has an ETS
CHE,2010,Has an ETS
CHE,2011,Has an ETS
CHE,2012,Has an ETS
CHE,2013,Has an ETS
CHE,2014,Has an ETS
CHE,2015,Has an ETS
CHE,2016,Has an ETS
CHE,2017,Has an ETS
CHE,2018,Has an ETS
CHE,2019,Has an ETS
CHE,2020,Has an ETS
CHE,2021,Has an ETS
CHE,2022,Has an ETS
SYR,1989,No ETS
SYR,1990,No ETS
SYR,1991,No ETS
SYR,1992,No ETS
SYR,1993,No ETS
SYR,1994,No ETS
SYR,1995,No ETS
SYR,1996,No ETS
SYR,1997,No ETS
SYR,1998,No ETS
SYR,1999,No ETS
SYR,2000,No ETS
SYR,2001,No ETS
SYR,2002,No ETS
SYR,2003,No ETS
SYR,2004,No ETS
SYR,2005,No ETS
SYR,2006,No ETS
SYR,2007,No ETS
SYR,2008,No ETS
SYR,2009,No ETS
SYR,2010,No ETS
SYR,2011,No ETS
SYR,2012,No ETS
SYR,2013,No ETS
SYR,2014,No ETS
SYR,2015,No ETS
SYR,2016,No ETS
SYR,2017,No ETS
SYR,2018,No ETS
SYR,2019,No ETS
SYR,2020,No ETS
SYR,2021,No ETS
SYR,2022,No ETS
TWN,1989,No ETS
TWN,1990,No ETS
TWN,1991,No ETS
TWN,1992,No ETS
TWN,1993,No ETS
TWN,1994,No ETS
TWN,1995,No ETS
TWN,1996,No ETS
TWN,1997,No ETS
TWN,1998,No ETS
TWN,1999,No ETS
TWN,2000,No ETS
TWN,2001,No ETS
TWN,2002,No ETS
TWN,2003,No ETS
TWN,2004,No ETS
TWN,2005,No ETS
TWN,2006,No ETS
TWN,2007,No ETS
TWN,2008,No ETS
TWN,2009,No ETS
TWN,2010,No ETS
TWN,2011,No ETS
TWN,2012,No ETS
TWN,2013,No ETS
TWN,2014,No ETS
TWN,2015,No ETS
TWN,2016,No ETS
TWN,2017,No ETS
TWN,2018,No ETS
TWN,2019,No ETS
TWN,2020,No ETS
TWN,2021,No ETS
TWN,2022,No ETS
TJK,1989,No ETS
TJK,1990,No ETS
TJK,1991,No ETS
TJK,1992,No ETS
TJK,1993,No ETS
TJK,1994,No ETS
TJK,1995,No ETS
TJK,1996,No ETS
TJK,1997,No ETS
TJK,1998,No ETS
TJK,1999,No ETS
TJK,2000,No ETS
TJK,2001,No ETS
TJK,2002,No ETS
TJK,2003,No ETS
TJK,2004,No ETS
TJK,2005,No ETS
TJK,2006,No ETS
TJK,2007,No ETS
TJK,2008,No ETS
TJK,2009,No ETS
TJK,2010,No ETS
TJK,2011,No ETS
TJK,2012,No ETS
TJK,2013,No ETS
TJK,2014,No ETS
TJK,2015,No ETS
TJK,2016,No ETS
TJK,2017,No ETS
TJK,2018,No ETS
TJK,2019,No ETS
TJK,2020,No ETS
TJK,2021,No ETS
TJK,2022,No ETS
TZA,1989,No ETS
TZA,1990,No ETS
TZA,1991,No ETS
TZA,1992,No ETS
TZA,1993,No ETS
TZA,1994,No ETS
TZA,1995,No ETS
TZA,1996,No ETS
TZA,1997,No ETS
TZA,1998,No ETS
TZA,1999,No ETS
TZA,2000,No ETS
TZA,2001,No ETS
TZA,2002,No ETS
TZA,2003,No ETS
TZA,2004,No ETS
TZA,2005,No ETS
TZA,2006,No ETS
TZA,2007,No ETS
TZA,2008,No ETS
TZA,2009,No ETS
TZA,2010,No ETS
TZA,2011,No ETS
TZA,2012,No ETS
TZA,2013,No ETS
TZA,2014,No ETS
TZA,2015,No ETS
TZA,2016,No ETS
TZA,2017,No ETS
TZA,2018,No ETS
TZA,2019,No ETS
TZA,2020,No ETS
TZA,2021,No ETS
TZA,2022,No ETS
THA,1989,No ETS
THA,1990,No ETS
THA,1991,No ETS
THA,1992,No ETS
THA,1993,No ETS
THA,1994,No ETS
THA,1995,No ETS
THA,1996,No ETS
THA,1997,No ETS
THA,1998,No ETS
THA,1999,No ETS
THA,2000,No ETS
THA,2001,No ETS
THA,2002,No ETS
THA,2003,No ETS
THA,2004,No ETS
THA,2005,No ETS
THA,2006,No ETS
THA,2007,No ETS
THA,2008,No ETS
THA,2009,No ETS
THA,2010,No ETS
THA,2011,No ETS
THA,2012,No ETS
THA,2013,No ETS
THA,2014,No ETS
THA,2015,No ETS
THA,2016,No ETS
THA,2017,No ETS
THA,2018,No ETS
THA,2019,No ETS
THA,2020,No ETS
THA,2021,No ETS
THA,2022,No ETS
TGO,1989,No ETS
TGO,1990,No ETS
TGO,1991,No ETS
TGO,1992,No ETS
TGO,1993,No ETS
TGO,1994,No ETS
TGO,1995,No ETS
TGO,1996,No ETS
TGO,1997,No ETS
TGO,1998,No ETS
TGO,1999,No ETS
TGO,2000,No ETS
TGO,2001,No ETS
TGO,2002,No ETS
TGO,2003,No ETS
TGO,2004,No ETS
TGO,2005,No ETS
TGO,2006,No ETS
TGO,2007,No ETS
TGO,2008,No ETS
TGO,2009,No ETS
TGO,2010,No ETS
TGO,2011,No ETS
TGO,2012,No ETS
TGO,2013,No ETS
TGO,2014,No ETS
TGO,2015,No ETS
TGO,2016,No ETS
TGO,2017,No ETS
TGO,2018,No ETS
TGO,2019,No ETS
TGO,2020,No ETS
TGO,2021,No ETS
TGO,2022,No ETS
TON,1989,No ETS
TON,1990,No ETS
TON,1991,No ETS
TON,1992,No ETS
TON,1993,No ETS
TON,1994,No ETS
TON,1995,No ETS
TON,1996,No ETS
TON,1997,No ETS
TON,1998,No ETS
TON,1999,No ETS
TON,2000,No ETS
TON,2001,No ETS
TON,2002,No ETS
TON,2003,No ETS
TON,2004,No ETS
TON,2005,No ETS
TON,2006,No ETS
TON,2007,No ETS
TON,2008,No ETS
TON,2009,No ETS
TON,2010,No ETS
TON,2011,No ETS
TON,2012,No ETS
TON,2013,No ETS
TON,2014,No ETS
TON,2015,No ETS
TON,2016,No ETS
TON,2017,No ETS
TON,2018,No ETS
TON,2019,No ETS
TON,2020,No ETS
TON,2021,No ETS
TON,2022,No ETS
TTO,1989,No ETS
TTO,1990,No ETS
TTO,1991,No ETS
TTO,1992,No ETS
TTO,1993,No ETS
TTO,1994,No ETS
TTO,1995,No ETS
TTO,1996,No ETS
TTO,1997,No ETS
TTO,1998,No ETS
TTO,1999,No ETS
TTO,2000,No ETS
TTO,2001,No ETS
TTO,2002,No ETS
TTO,2003,No ETS
TTO,2004,No ETS
TTO,2005,No ETS
TTO,2006,No ETS
TTO,2007,No ETS
TTO,2008,No ETS
TTO,2009,No ETS
TTO,2010,No ETS
TTO,2011,No ETS
TTO,2012,No ETS
TTO,2013,No ETS
TTO,2014,No ETS
TTO,2015,No ETS
TTO,2016,No ETS
TTO,2017,No ETS
TTO,2018,No ETS
TTO,2019,No ETS
TTO,2020,No ETS
TTO,2021,No ETS
TTO,2022,No ETS
TUN,1989,No ETS
TUN,1990,No ETS
TUN,1991,No ETS
TUN,1992,No ETS
TUN,1993,No ETS
TUN,1994,No ETS
TUN,1995,No ETS
TUN,1996,No ETS
TUN,1997,No ETS
TUN,1998,No ETS
TUN,1999,No ETS
TUN,2000,No ETS
TUN,2001,No ETS
TUN,2002,No ETS
TUN,2003,No ETS
TUN,2004,No ETS
TUN,2005,No ETS
TUN,2006,No ETS
TUN,2007,No ETS
TUN,2008,No ETS
TUN,2009,No ETS
TUN,2010,No ETS
TUN,2011,No ETS
TUN,2012,No ETS
TUN,2013,No ETS
TUN,2014,No ETS
TUN,2015,No ETS
TUN,2016,No ETS
TUN,2017,No ETS
TUN,2018,No ETS
TUN,2019,No ETS
TUN,2020,No ETS
TUN,2021,No ETS
TUN,2022,No ETS
TUR,1989,No ETS
TUR,1990,No ETS
TUR,1991,No ETS
TUR,1992,No ETS
TUR,1993,No ETS
TUR,1994,No ETS
TUR,1995,No ETS
TUR,1996,No ETS
TUR,1997,No ETS
TUR,1998,No ETS
TUR,1999,No ETS
TUR,2000,No ETS
TUR,2001,No ETS
TUR,2002,No ETS
TUR,2003,No ETS
TUR,2004,No ETS
TUR,2005,No ETS
TUR,2006,No ETS
TUR,2007,No ETS
TUR,2008,No ETS
TUR,2009,No ETS
TUR,2010,No ETS
TUR,2011,No ETS
TUR,2012,No ETS
TUR,2013,No ETS
TUR,2014,No ETS
TUR,2015,No ETS
TUR,2016,No ETS
TUR,2017,No ETS
TUR,2018,No ETS
TUR,2019,No ETS
TUR,2020,No ETS
TUR,2021,No ETS
TUR,2022,No ETS
TKM,1989,No ETS
TKM,1990,No ETS
TKM,1991,No ETS
TKM,1992,No ETS
TKM,1993,No ETS
TKM,1994,No ETS
TKM,1995,No ETS
TKM,1996,No ETS
TKM,1997,No ETS
TKM,1998,No ETS
TKM,1999,No ETS
TKM,2000,No ETS
TKM,2001,No ETS
TKM,2002,No ETS
TKM,2003,No ETS
TKM,2004,No ETS
TKM,2005,No ETS
TKM,2006,No ETS
TKM,2007,No ETS
TKM,2008,No ETS
TKM,2009,No ETS
TKM,2010,No ETS
TKM,2011,No ETS
TKM,2012,No ETS
TKM,2013,No ETS
TKM,2014,No ETS
TKM,2015,No ETS
TKM,2016,No ETS
TKM,2017,No ETS
TKM,2018,No ETS
TKM,2019,No ETS
TKM,2020,No ETS
TKM,2021,No ETS
TKM,2022,No ETS
TUV,1989,No ETS
TUV,1990,No ETS
TUV,1991,No ETS
TUV,1992,No ETS
TUV,1993,No ETS
TUV,1994,No ETS
TUV,1995,No ETS
TUV,1996,No ETS
TUV,1997,No ETS
TUV,1998,No ETS
TUV,1999,No ETS
TUV,2000,No ETS
TUV,2001,No ETS
TUV,2002,No ETS
TUV,2003,No ETS
TUV,2004,No ETS
TUV,2005,No ETS
TUV,2006,No ETS
TUV,2007,No ETS
TUV,2008,No ETS
TUV,2009,No ETS
TUV,2010,No ETS
TUV,2011,No ETS
TUV,2012,No ETS
TUV,2013,No ETS
TUV,2014,No ETS
TUV,2015,No ETS
TUV,2016,No ETS
TUV,2017,No ETS
TUV,2018,No ETS
TUV,2019,No ETS
TUV,2020,No ETS
TUV,2021,No ETS
TUV,2022,No ETS
UGA,1989,No ETS
UGA,1990,No ETS
UGA,1991,No ETS
UGA,1992,No ETS
UGA,1993,No ETS
UGA,1994,No ETS
UGA,1995,No ETS
UGA,1996,No ETS
UGA,1997,No ETS
UGA,1998,No ETS
UGA,1999,No ETS
UGA,2000,No ETS
UGA,2001,No ETS
UGA,2002,No ETS
UGA,2003,No ETS
UGA,2004,No ETS
UGA,2005,No ETS
UGA,2006,No ETS
UGA,2007,No ETS
UGA,2008,No ETS
UGA,2009,No ETS
UGA,2010,No ETS
UGA,2011,No ETS
UGA,2012,No ETS
UGA,2013,No ETS
UGA,2014,No ETS
UGA,2015,No ETS
UGA,2016,No ETS
UGA,2017,No ETS
UGA,2018,No ETS
UGA,2019,No ETS
UGA,2020,No ETS
UGA,2021,No ETS
UGA,2022,No ETS
UKR,1989,No ETS
UKR,1990,No ETS
UKR,1991,No ETS
UKR,1992,No ETS
UKR,1993,No ETS
UKR,1994,No ETS
UKR,1995,No ETS
UKR,1996,No ETS
UKR,1997,No ETS
UKR,1998,No ETS
UKR,1999,No ETS
UKR,2000,No ETS
UKR,2001,No ETS
UKR,2002,No ETS
UKR,2003,No ETS
UKR,2004,No ETS
UKR,2005,No ETS
UKR,2006,No ETS
UKR,2007,No ETS
UKR,2008,No ETS
UKR,2009,No ETS
UKR,2010,No ETS
UKR,2011,No ETS
UKR,2012,No ETS
UKR,2013,No ETS
UKR,2014,No ETS
UKR,2015,No ETS
UKR,2016,No ETS
UKR,2017,No ETS
UKR,2018,No ETS
UKR,2019,No ETS
UKR,2020,No ETS
UKR,2021,No ETS
UKR,2022,No ETS
ARE,1989,No ETS
ARE,1990,No ETS
ARE,1991,No ETS
ARE,1992,No ETS
ARE,1993,No ETS
ARE,1994,No ETS
ARE,1995,No ETS
ARE,1996,No ETS
ARE,1997,No ETS
ARE,1998,No ETS
ARE,1999,No ETS
ARE,2000,No ETS
ARE,2001,No ETS
ARE,2002,No ETS
ARE,2003,No ETS
ARE,2004,No ETS
ARE,2005,No ETS
ARE,2006,No ETS
ARE,2007,No ETS
ARE,2008,No ETS
ARE,2009,No ETS
ARE,2010,No ETS
ARE,2011,No ETS
ARE,2012,No ETS
ARE,2013,No ETS
ARE,2014,No ETS
ARE,2015,No ETS
ARE,2016,No ETS
ARE,2017,No ETS
ARE,2018,No ETS
ARE,2019,No ETS
ARE,2020,No ETS
ARE,2021,No ETS
ARE,2022,No ETS
GBR,1989,No ETS
GBR,1990,No ETS
GBR,1991,No ETS
GBR,1992,No ETS
GBR,1993,No ETS
GBR,1994,No ETS
GBR,1995,No ETS
GBR,1996,No ETS
GBR,1997,No ETS
GBR,1998,No ETS
GBR,1999,No ETS
GBR,2000,No ETS
GBR,2001,No ETS
GBR,2002,No ETS
GBR,2003,No ETS
GBR,2004,No ETS
GBR,2005,Has an ETS
GBR,2006,Has an ETS
GBR,2007,Has an ETS
GBR,2008,Has an ETS
GBR,2009,Has an ETS
GBR,2010,Has an ETS
GBR,2011,Has an ETS
GBR,2012,Has an ETS
GBR,2013,Has an ETS
GBR,2014,Has an ETS
GBR,2015,Has an ETS
GBR,2016,Has an ETS
GBR,2017,Has an ETS
GBR,2018,Has an ETS
GBR,2019,Has an ETS
GBR,2020,Has an ETS
GBR,2021,Has an ETS
GBR,2022,Has an ETS
USA,1989,No ETS
USA,1990,No ETS
USA,1991,No ETS
USA,1992,No ETS
USA,1993,No ETS
USA,1994,No ETS
USA,1995,No ETS
USA,1996,No ETS
USA,1997,No ETS
USA,1998,No ETS
USA,1999,No ETS
USA,2000,No ETS
USA,2001,No ETS
USA,2002,No ETS
USA,2003,No ETS
USA,2004,No ETS
USA,2005,No ETS
USA,2006,No ETS
USA,2007,No ETS
USA,2008,No ETS
USA,2009,Has an ETS only at a sub-national level
USA,2010,Has an ETS only at a sub-national level
USA,2011,Has an ETS only at a sub-national level
USA,2012,Has an ETS only at a sub-national level
USA,2013,Has an ETS only at a sub-national level
USA,2014,Has an ETS only at a sub-national level
USA,2015,Has an ETS only at a sub-national level
USA,2016,Has an ETS only at a sub-national level
USA,2017,Has an ETS only at a sub-national level
USA,2018,Has an ETS only at a sub-national level
USA,2019,Has an ETS only at a sub-national level
USA,2020,Has an ETS only at a sub-national level
USA,2021,Has an ETS only at a sub-national level
USA,2022,Has an ETS only at a sub-national level
URY,1989,No ETS
URY,1990,No ETS
URY,1991,No ETS
URY,1992,No ETS
URY,1993,No ETS
URY,1994,No ETS
URY,1995,No ETS
URY,1996,No ETS
URY,1997,No ETS
URY,1998,No ETS
URY,1999,No ETS
URY,2000,No ETS
URY,2001,No ETS
URY,2002,No ETS
URY,2003,No ETS
URY,2004,No ETS
URY,2005,No ETS
URY,2006,No ETS
URY,2007,No ETS
URY,2008,No ETS
URY,2009,No ETS
URY,2010,No ETS
URY,2011,No ETS
URY,2012,No ETS
URY,2013,No ETS
URY,2014,No ETS
URY,2015,No ETS
URY,2016,No ETS
URY,2017,No ETS
URY,2018,No ETS
URY,2019,No ETS
URY,2020,No ETS
URY,2021,No ETS
URY,2022,No ETS
UZB,1989,No ETS
UZB,1990,No ETS
UZB,1991,No ETS
UZB,1992,No ETS
UZB,1993,No ETS
UZB,1994,No ETS
UZB,1995,No ETS
UZB,1996,No ETS
UZB,1997,No ETS
UZB,1998,No ETS
UZB,1999,No ETS
UZB,2000,No ETS
UZB,2001,No ETS
UZB,2002,No ETS
UZB,2003,No ETS
UZB,2004,No ETS
UZB,2005,No ETS
UZB,2006,No ETS
UZB,2007,No ETS
UZB,2008,No ETS
UZB,2009,No ETS
UZB,2010,No ETS
UZB,2011,No ETS
UZB,2012,No ETS
UZB,2013,No ETS
UZB,2014,No ETS
UZB,2015,No ETS
UZB,2016,No ETS
UZB,2017,No ETS
UZB,2018,No ETS
UZB,2019,No ETS
UZB,2020,No ETS
UZB,2021,No ETS
UZB,2022,No ETS
VUT,1989,No ETS
VUT,1990,No ETS
VUT,1991,No ETS
VUT,1992,No ETS
VUT,1993,No ETS
VUT,1994,No ETS
VUT,1995,No ETS
VUT,1996,No ETS
VUT,1997,No ETS
VUT,1998,No ETS
VUT,1999,No ETS
VUT,2000,No ETS
VUT,2001,No ETS
VUT,2002,No ETS
VUT,2003,No ETS
VUT,2004,No ETS
VUT,2005,No ETS
VUT,2006,No ETS
VUT,2007,No ETS
VUT,2008,No ETS
VUT,2009,No ETS
VUT,2010,No ETS
VUT,2011,No ETS
VUT,2012,No ETS
VUT,2013,No ETS
VUT,2014,No ETS
VUT,2015,No ETS
VUT,2016,No ETS
VUT,2017,No ETS
VUT,2018,No ETS
VUT,2019,No ETS
VUT,2020,No ETS
VUT,2021,No ETS
VUT,2022,No ETS
VAT,1989,No ETS
VAT,1990,No ETS
VAT,1991,No ETS
VAT,1992,No ETS
VAT,1993,No ETS
VAT,1994,No ETS
VAT,1995,No ETS
VAT,1996,No ETS
VAT,1997,No ETS
VAT,1998,No ETS
VAT,1999,No ETS
VAT,2000,No ETS
VAT,2001,No ETS
VAT,2002,No ETS
VAT,2003,No ETS
VAT,2004,No ETS
VAT,2005,No ETS
VAT,2006,No ETS
VAT,2007,No ETS
VAT,2008,No ETS
VAT,2009,No ETS
VAT,2010,No ETS
VAT,2011,No ETS
VAT,2012,No ETS
VAT,2013,No ETS
VAT,2014,No ETS
VAT,2015,No ETS
VAT,2016,No ETS
VAT,2017,No ETS
VAT,2018,No ETS
VAT,2019,No ETS
VAT,2020,No ETS
VAT,2021,No ETS
VAT,2022,No ETS
VEN,1989,No ETS
VEN,1990,No ETS
VEN,1991,No ETS
VEN,1992,No ETS
VEN,1993,No ETS
VEN,1994,No ETS
VEN,1995,No ETS
VEN,1996,No ETS
VEN,1997,No ETS
VEN,1998,No ETS
VEN,1999,No ETS
VEN,2000,No ETS
VEN,2001,No ETS
VEN,2002,No ETS
VEN,2003,No ETS
VEN,2004,No ETS
VEN,2005,No ETS
VEN,2006,No ETS
VEN,2007,No ETS
VEN,2008,No ETS
VEN,2009,No ETS
VEN,2010,No ETS
VEN,2011,No ETS
VEN,2012,No ETS
VEN,2013,No ETS
VEN,2014,No ETS
VEN,2015,No ETS
VEN,2016,No ETS
VEN,2017,No ETS
VEN,2018,No ETS
VEN,2019,No ETS
VEN,2020,No ETS
VEN,2021,No ETS
VEN,2022,No ETS
VNM,1989,No ETS
VNM,1990,No ETS
VNM,1991,No ETS
VNM,1992,No ETS
VNM,1993,No ETS
VNM,1994,No ETS
VNM,1995,No ETS
VNM,1996,No ETS
VNM,1997,No ETS
VNM,1998,No ETS
VNM,1999,No ETS
VNM,2000,No ETS
VNM,2001,No ETS
VNM,2002,No ETS
VNM,2003,No ETS
VNM,2004,No ETS
VNM,2005,No ETS
VNM,2006,No ETS
VNM,2007,No ETS
VNM,2008,No ETS
VNM,2009,No ETS
VNM,2010,No ETS
VNM,2011,No ETS
VNM,2012,No ETS
VNM,2013,No ETS
VNM,2014,No ETS
VNM,2015,No ETS
VNM,2016,No ETS
VNM,2017,No ETS
VNM,2018,No ETS
VNM,2019,No ETS
VNM,2020,No ETS
VNM,2021,No ETS
VNM,2022,No ETS
ESH,1989,No ETS
ESH,1990,No ETS
ESH,1991,No ETS
ESH,1992,No ETS
ESH,1993,No ETS
ESH,1994,No ETS
ESH,1995,No ETS
ESH,1996,No ETS
ESH,1997,No ETS
ESH,1998,No ETS
ESH,1999,No ETS
ESH,2000,No ETS
ESH,2001,No ETS
ESH,2002,No ETS
ESH,2003,No ETS
ESH,2004,No ETS
ESH,2005,No ETS
ESH,2006,No ETS
ESH,2007,No ETS
ESH,2008,No ETS
ESH,2009,No ETS
ESH,2010,No ETS
ESH,2011,No ETS
ESH,2012,No ETS
ESH,2013,No ETS
ESH,2014,No ETS
ESH,2015,No ETS
ESH,2016,No ETS
ESH,2017,No ETS
ESH,2018,No ETS
ESH,2019,No ETS
ESH,2020,No ETS
ESH,2021,No ETS
ESH,2022,No ETS
YEM,1989,No ETS
YEM,1990,No ETS
YEM,1991,No ETS
YEM,1992,No ETS
YEM,1993,No ETS
YEM,1994,No ETS
YEM,1995,No ETS
YEM,1996,No ETS
YEM,1997,No ETS
YEM,1998,No ETS
YEM,1999,No ETS
YEM,2000,No ETS
YEM,2001,No ETS
YEM,2002,No ETS
YEM,2003,No ETS
YEM,2004,No ETS
YEM,2005,No ETS
YEM,2006,No ETS
YEM,2007,No ETS
YEM,2008,No ETS
YEM,2009,No ETS
YEM,2010,No ETS
YEM,2011,No ETS
YEM,2012,No ETS
YEM,2013,No ETS
YEM,2014,No ETS
YEM,2015,No ETS
YEM,2016,No ETS
YEM,2017,No ETS
YEM,2018,No ETS
YEM,2019,No ETS
YEM,2020,No ETS
YEM,2021,No ETS
YEM,2022,No ETS
ZMB,1989,No ETS
ZMB,1990,No ETS
ZMB,1991,No ETS
ZMB,1992,No ETS
ZMB,1993,No ETS
ZMB,1994,No ETS
ZMB,1995,No ETS
ZMB,1996,No ETS
ZMB,1997,No ETS
ZMB,1998,No ETS
ZMB,1999,No ETS
ZMB,2000,No ETS
ZMB,2001,No ETS
ZMB,2002,No ETS
ZMB,2003,No ETS
ZMB,2004,No ETS
ZMB,2005,No ETS
ZMB,2006,No ETS
ZMB,2007,No ETS
ZMB,2008,No ETS
ZMB,2009,No ETS
ZMB,2010,No ETS
ZMB,2011,No ETS
ZMB,2012,No ETS
ZMB,2013,No ETS
ZMB,2014,No ETS
ZMB,2015,No ETS
ZMB,2016,No ETS
ZMB,2017,No ETS
ZMB,2018,No ETS
ZMB,2019,No ETS
ZMB,2020,No ETS
ZMB,2021,No ETS
ZMB,2022,No ETS
ZWE,1989,No ETS
ZWE,1990,No ETS
ZWE,1991,No ETS
ZWE,1992,No ETS
ZWE,1993,No ETS
ZWE,1994,No ETS
ZWE,1995,No ETS
ZWE,1996,No ETS
ZWE,1997,No ETS
ZWE,1998,No ETS
ZWE,1999,No ETS
ZWE,2000,No ETS
ZWE,2001,No ETS
ZWE,2002,No ETS
ZWE,2003,No ETS
ZWE,2004,No ETS
ZWE,2005,No ETS
ZWE,2006,No ETS
ZWE,2007,No ETS
ZWE,2008,No ETS
ZWE,2009,No ETS
ZWE,2010,No ETS
ZWE,2011,No ETS
ZWE,2012,No ETS
ZWE,2013,No ETS
ZWE,2014,No ETS
ZWE,2015,No ETS
ZWE,2016,No ETS
ZWE,2017,No ETS
ZWE,2018,No ETS
ZWE,2019,No ETS
ZWE,2020,No ETS
ZWE,2021,No ETS
ZWE,2022,No ETS
